"","Chromosome","Start","End","Feature","205125590013_R05C01","205128000013_R03C01","205128000076_R04C01","205240110044_R02C01","205240110063_R03C01"
"chr14-0153","chr14",56250001,56550000,"chr14-0153",-0.097,0.061,-0.279,-0.087,0.02
"chr14-0154","chr14",56550001,56600000,"chr14-0154",-0.059,0.036,0.098,0.022,0.068
"chr14-0155","chr14",56600001,57000000,"chr14-0155",-0.035,0.108,-0.21,0.025,0.104
"chr14-0156","chr14",57000001,57250000,"chr14-0156",-0.129,-0.091,-0.227,-0.119,-0.091
"chr14-0157","chr14",57250001,57300000,"chr14-0157",-0.058,-0.135,-0.058,-0.108,-0.105
"chr14-0158","chr14",57300001,57700000,"chr14-0158",-0.039,-0.003,-0.198,0.008,0.013
"chr14-0159","chr14",57700001,57850000,"chr14-0159",-0.118,-0.041,-0.126,-0.095,-0.035
"chr14-0160","chr14",57850001,57900000,"chr14-0160",-0.018,0.034,0.086,0.022,-0.001
"chr14-0161","chr14",57900001,58300000,"chr14-0161",-0.056,0.053,-0.091,-0.129,0.008
"chr14-0162","chr14",58300001,58600000,"chr14-0162",-0.101,-0.155,-0.191,-0.179,-0.16
"chr14-0163","chr14",58600001,58650000,"chr14-0163",-0.115,-0.094,-0.086,-0.118,-0.206
"chr14-0164","chr14",58650001,58750000,"chr14-0164",-0.057,-0.076,-0.06,-0.135,-0.123
"chr14-0165","chr14",58750001,58850000,"chr14-0165",0.057,-0.105,0.07,-0.063,-0.166
"chr14-0166","chr14",58850001,58900000,"chr14-0166",-0.052,0.024,0.041,0.004,0.012
"chr14-0167","chr14",58900001,59150000,"chr14-0167",-0.012,0.036,-0.04,0.106,0.036
"chr14-0168","chr14",59150001,59650000,"chr14-0168",-0.196,0.079,-0.26,-0.04,-0.006
"chr14-0169","chr14",59650001,59700000,"chr14-0169",-0.02,-0.225,-0.189,-0.281,-0.379
"chr14-0170","chr14",59700001,59900000,"chr14-0170",-0.017,0.027,-0.093,0.007,0.003
"chr14-0171","chr14",59900001,59950000,"chr14-0171",-0.015,0.069,0.159,0.007,0.016
"chr14-0172","chr14",59950001,60050000,"chr14-0172",-0.086,-0.094,-0.098,-0.139,-0.074
"chr14-0173","chr14",60050001,60300000,"chr14-0173",-0.137,-0.074,-0.093,-0.107,-0.068
"chr14-0174","chr14",60300001,60350000,"chr14-0174",0.067,-0.011,0.14,0.102,0.193
"chr14-0175","chr14",60350001,60600000,"chr14-0175",-0.105,-0.155,-0.145,-0.144,-0.151
"chr14-0176","chr14",60600001,60700000,"chr14-0176",-0.104,0.036,-0.151,-0.029,-0.053
"chr14-0177","chr14",60700001,60950000,"chr14-0177",-0.078,0.027,-0.08,-0.009,0.009
"chr14-0178","chr14",60950001,61100000,"chr14-0178",-0.018,-0.046,-0.086,-0.117,-0.157
"chr14-0179","chr14",61100001,61150000,"chr14-0179",-0.05,-0.108,-0.059,-0.131,-0.164
"chr14-0180","chr14",61150001,61200000,"chr14-0180",0.04,0.043,0.157,0.064,0.081
"chr14-0181","chr14",61200001,61450000,"chr14-0181",0.028,-0.111,-0.035,-0.098,-0.146
"chr14-0182","chr14",61450001,61700000,"chr14-0182",0.019,0.023,-0.072,0.135,-0.08
"chr14-0183","chr14",61700001,61750000,"chr14-0183",0.117,0.194,0.166,0.228,0.353
"chr14-0184","chr14",61750001,61800000,"chr14-0184",0.041,0.007,0.136,-0.047,-0.129
"chr14-0185","chr14",61800001,62000000,"chr14-0185",0.017,-0.013,-0.081,0.063,0.016
"chr14-0186","chr14",62000001,62150000,"chr14-0186",0.019,0.05,-0.05,0.06,-0.018
"chr14-0187","chr14",62150001,62250000,"chr14-0187",0.008,0.056,0.012,0.036,0.112
"chr14-0188","chr14",62250001,62350000,"chr14-0188",-0.004,0.038,-0.067,0.007,0.028
"chr14-0189","chr14",62350001,62550000,"chr14-0189",-0.103,0.091,-0.182,-0.039,0
"chr14-0190","chr14",62550001,62600000,"chr14-0190",0.007,0.053,-0.161,-0.11,-0.178
"chr14-0191","chr14",62600001,63650000,"chr14-0191",-0.121,0,-0.096,-0.088,0.039
"chr14-0192","chr14",63650001,64000000,"chr14-0192",-0.037,0.129,-0.139,-0.094,0.038
"chr14-0193","chr14",64000001,64100000,"chr14-0193",0.017,0.002,-0.006,-0.061,-0.098
"chr14-0194","chr14",64100001,64300000,"chr14-0194",-0.04,-0.134,-0.02,-0.131,0.004
"chr14-0195","chr14",64300001,64650000,"chr14-0195",0.094,0.075,0.174,0.208,0.248
"chr14-0196","chr14",64650001,64700000,"chr14-0196",0.041,0.105,-0.033,0.107,0.035
"chr14-0197","chr14",64700001,64850000,"chr14-0197",0.004,-0.048,-0.031,-0.006,0.071
"chr14-0198","chr14",64850001,64900000,"chr14-0198",0.106,-0.139,0.036,-0.138,-0.081
"chr14-0199","chr14",64900001,64950000,"chr14-0199",-0.052,0.016,-0.191,-0.112,-0.076
"chr14-0200","chr14",64950001,65000000,"chr14-0200",0.048,0.098,0.122,0.115,0.066
"chr14-0201","chr14",65000001,65050000,"chr14-0201",0.03,-0.117,0.006,-0.148,-0.203
"chr14-0202","chr14",65050001,65150000,"chr14-0202",0.025,0.159,0.027,0.053,0.098
"chr14-0203","chr14",65150001,65200000,"chr14-0203",-0.023,-0.068,-0.028,-0.124,-0.197
"chr14-0204","chr14",65200001,65250000,"chr14-0204",-0.015,-0.05,-0.075,-0.077,-0.22
"chr14-0205","chr14",65250001,65350000,"chr14-0205",-0.015,-0.075,-0.039,-0.093,-0.166
"chr14-0206","chr14",65350001,65400000,"chr14-0206",-0.022,-0.13,-0.05,-0.098,-0.011
"chr14-0207","chr14",65400001,65550000,"chr14-0207",0.006,0.017,-0.038,0.048,0.043
"chr14-0208","chr14",65550001,65700000,"chr14-0208",0.001,0.036,0.033,0.025,0.006
"chr14-0209","chr14",65700001,65900000,"chr14-0209",0.013,0.038,0.091,0.072,0.139
"chr14-0210","chr14",65900001,66950000,"chr14-0210",-0.16,-0.041,-0.202,-0.142,-0.176
"chr14-0211","chr14",66950001,67000000,"chr14-0211",-0.03,-0.053,0.053,-0.034,-0.154
"chr14-0212","chr14",67000001,67800000,"chr14-0212",-0.06,0.01,-0.049,-0.036,0.04
"chr14-0213","chr14",67800001,67850000,"chr14-0213",-0.084,-0.22,-0.166,-0.231,-0.243
"chr14-0214","chr14",67850001,67950000,"chr14-0214",-0.068,-0.052,0.002,-0.05,-0.066
"chr14-0215","chr14",67950001,68000000,"chr14-0215",-0.083,-0.029,0.014,-0.101,-0.121
"chr14-0216","chr14",68000001,68050000,"chr14-0216",-0.049,0.015,-0.067,0.019,-0.077
"chr14-0217","chr14",68050001,68100000,"chr14-0217",-0.02,0.022,0.013,-0.059,-0.093
"chr14-0218","chr14",68100001,68150000,"chr14-0218",0.031,0.064,0.12,0.078,0.15
"chr14-0219","chr14",68150001,68250000,"chr14-0219",0.007,-0.021,-0.093,-0.027,-0.019
"chr14-0220","chr14",68250001,68300000,"chr14-0220",0.066,0.058,0.078,0.067,0.115
"chr14-0221","chr14",68300001,68800000,"chr14-0221",0.081,0.119,-0.005,0.102,0.061
"chr14-0222","chr14",68800001,68950000,"chr14-0222",-0.022,0.018,-0.158,-0.051,0.006
"chr14-0223","chr14",68950001,69050000,"chr14-0223",-0.122,-0.057,-0.063,-0.05,-0.042
"chr14-0224","chr14",69050001,69250000,"chr14-0224",-0.052,-0.07,-0.133,-0.074,-0.131
"chr14-0225","chr14",69250001,69300000,"chr14-0225",0.057,-0.067,-0.027,-0.026,-0.07
"chr14-0226","chr14",69300001,69400000,"chr14-0226",0.139,0.009,0.115,0.056,0.075
"chr14-0227","chr14",69400001,69450000,"chr14-0227",0.038,-0.043,0.052,0.048,-0.03
"chr14-0228","chr14",69450001,69600000,"chr14-0228",-0.093,-0.023,-0.008,0.013,0.075
"chr14-0229","chr14",69600001,69650000,"chr14-0229",0.048,0.047,0.088,0.114,0.204
"chr14-0230","chr14",69650001,69700000,"chr14-0230",0.021,0.094,0.005,0.051,0.247
"chr14-0231","chr14",69700001,69750000,"chr14-0231",-0.025,-0.03,0.058,0.037,-0.053
"chr14-0232","chr14",69750001,69900000,"chr14-0232",-0.021,-0.124,-0.006,-0.108,-0.193
"chr14-0233","chr14",69900001,70000000,"chr14-0233",-0.019,0.007,0.016,-0.044,-0.064
"chr14-0234","chr14",70000001,70050000,"chr14-0234",0.071,0.019,0.171,0.094,0.058
"chr14-0235","chr14",70050001,70200000,"chr14-0235",0.059,0.024,0.021,0.084,0.044
"chr14-0236","chr14",70200001,70300000,"chr14-0236",0.003,-0.082,-0.045,-0.087,-0.14
"chr14-0237","chr14",70300001,70350000,"chr14-0237",0.021,0.075,0.025,0.093,0.018
"chr14-0238","chr14",70350001,70500000,"chr14-0238",-0.054,-0.065,-0.11,-0.055,-0.031
"chr14-0239","chr14",70500001,70650000,"chr14-0239",-0.241,-0.152,-0.25,-0.109,-0.028
"chr14-0240","chr14",70650001,70700000,"chr14-0240",0.069,0.039,0.083,0.07,0.086
"chr14-0241","chr14",70700001,70850000,"chr14-0241",-0.091,0.043,-0.024,0.068,0.159
"chr14-0242","chr14",70850001,71100000,"chr14-0242",0.003,0.029,0,-0.049,0.056
"chr14-0243","chr14",71100001,71250000,"chr14-0243",0.083,-0.022,0.044,-0.021,0.06
"chr14-0244","chr14",71250001,71400000,"chr14-0244",-0.018,0.071,0.062,0.077,0.165
"chr14-0245","chr14",71400001,71800000,"chr14-0245",0.056,0.058,-0.012,0.002,0.003
"chr14-0246","chr14",71800001,72000000,"chr14-0246",0.012,0.142,0.02,0.158,0.246
"chr14-0247","chr14",72000001,72350000,"chr14-0247",-0.097,-0.1,-0.104,-0.152,-0.023
"chr14-0248","chr14",72350001,72750000,"chr14-0248",-0.057,0.009,-0.076,0.002,0.007
"chr14-0249","chr14",72750001,73000000,"chr14-0249",-0.102,-0.061,-0.197,-0.067,-0.103
"chr14-0250","chr14",73000001,73150000,"chr14-0250",-0.103,-0.152,-0.15,-0.169,-0.154
"chr14-0251","chr14",73150001,73350000,"chr14-0251",0.001,0.014,-0.113,0.034,0.024
"chr14-0252","chr14",73350001,73400000,"chr14-0252",-0.01,-0.073,-0.027,-0.026,-0.04
"chr14-0253","chr14",73400001,73500000,"chr14-0253",0.081,-0.008,0.049,0.053,0.203
"chr14-0254","chr14",73500001,73700000,"chr14-0254",-0.056,-0.084,-0.013,-0.156,-0.05
"chr14-0255","chr14",73700001,73750000,"chr14-0255",0.075,0.141,0.116,0.059,0.073
"chr14-0256","chr14",73750001,74000000,"chr14-0256",0.045,0.094,0.142,0.15,0.185
"chr14-0257","chr14",74000001,74050000,"chr14-0257",0.081,0.055,0.123,0.204,0.258
"chr14-0258","chr14",74050001,74100000,"chr14-0258",0.09,0.164,0.155,0.186,0.113
"chr14-0259","chr14",74100001,74150000,"chr14-0259",-0.057,0.025,-0.03,-0.039,0.077
"chr14-0260","chr14",74150001,74200000,"chr14-0260",-0.01,0.03,-0.063,0.022,0.086
"chr14-0261","chr14",74200001,74250000,"chr14-0261",0.026,0.086,0.156,0.12,0.023
"chr14-0262","chr14",74250001,74300000,"chr14-0262",0.01,0.071,0.106,-0.01,-0.001
"chr14-0263","chr14",74300001,74400000,"chr14-0263",0.024,0.042,0.092,-0.025,0.024
"chr14-0264","chr14",74400001,74450000,"chr14-0264",0.052,0.074,0.144,0.166,0.219
"chr14-0265","chr14",74450001,74550000,"chr14-0265",-0.046,0.038,0.076,0.021,0.146
"chr14-0266","chr14",74550001,74700000,"chr14-0266",-0.003,-0.121,-0.064,-0.185,-0.193
"chr14-0267","chr14",74700001,74750000,"chr14-0267",0.088,-0.019,0.147,0.011,-0.074
"chr14-0268","chr14",74750001,74850000,"chr14-0268",0.119,0.061,0.172,0.06,0.037
"chr14-0269","chr14",74850001,74950000,"chr14-0269",0.053,0.071,0.058,0.089,0.163
"chr14-0270","chr14",74950001,75000000,"chr14-0270",-0.011,0.015,0.054,0.011,-0.093
"chr14-0271","chr14",75000001,75100000,"chr14-0271",0.024,0.086,0.06,0.071,-0.01
"chr14-0272","chr14",75100001,75200000,"chr14-0272",0.016,0.085,0.026,0.071,0.121
"chr14-0273","chr14",75200001,75300000,"chr14-0273",0.04,0.179,0.106,0.143,0.179
"chr14-0274","chr14",75300001,75350000,"chr14-0274",0.07,0.117,0.036,0.012,-0.018
"chr14-0275","chr14",75350001,75400000,"chr14-0275",0.101,-0.037,0.121,0.029,-0.003
"chr14-0276","chr14",75400001,75450000,"chr14-0276",0.024,-0.04,0.11,-0.055,-0.17
"chr14-0277","chr14",75450001,75500000,"chr14-0277",-0.061,-0.299,-0.155,-0.322,-0.371
"chr14-0278","chr14",75500001,75550000,"chr14-0278",0.053,0.008,0.101,0.042,0.051
"chr14-0279","chr14",75550001,75600000,"chr14-0279",0.056,0.035,0.135,0.039,0.075
"chr14-0280","chr14",75600001,75700000,"chr14-0280",-0.037,-0.018,-0.044,-0.049,-0.027
"chr14-0281","chr14",75700001,75750000,"chr14-0281",-0.021,-0.003,0.05,0.025,0.053
"chr14-0282","chr14",75750001,75850000,"chr14-0282",-0.019,-0.069,-0.06,0.012,-0.033
"chr14-0283","chr14",75850001,75900000,"chr14-0283",0.077,0.017,0.031,0.095,0.017
"chr14-0284","chr14",75900001,76000000,"chr14-0284",-0.061,-0.068,-0.062,-0.083,-0.061
"chr14-0285","chr14",76000001,76050000,"chr14-0285",0.003,0.068,0.017,0.15,0.033
"chr14-0286","chr14",76050001,76150000,"chr14-0286",-0.078,0.03,-0.002,0.123,-0.011
"chr14-0287","chr14",76150001,76400000,"chr14-0287",-0.063,0.002,-0.063,0.086,0.127
"chr14-0288","chr14",76400001,76450000,"chr14-0288",0.155,0.067,0.182,0.158,0.089
"chr14-0289","chr14",76450001,76600000,"chr14-0289",-0.029,-0.054,-0.096,-0.04,-0.005
"chr14-0290","chr14",76600001,76800000,"chr14-0290",-0.06,-0.02,-0.12,-0.069,-0.059
"chr14-0291","chr14",76800001,76850000,"chr14-0291",-0.103,-0.107,-0.136,-0.149,-0.094
"chr14-0292","chr14",76850001,77200000,"chr14-0292",0.02,-0.015,-0.012,0.004,-0.006
"chr14-0293","chr14",77200001,77250000,"chr14-0293",0.051,-0.027,0.049,-0.04,-0.091
"chr14-0294","chr14",77250001,77300000,"chr14-0294",0.02,0.021,-0.034,0.066,0.103
"chr14-0295","chr14",77300001,77400000,"chr14-0295",0.089,-0.032,0.118,0.045,0.022
"chr14-0296","chr14",77400001,77450000,"chr14-0296",0.073,0.092,0.176,0.117,0.108
"chr14-0297","chr14",77450001,77500000,"chr14-0297",0.112,0.129,0.195,0.196,0.165
"chr14-0298","chr14",77500001,77550000,"chr14-0298",0.011,-0.023,0.045,0.069,0.081
"chr14-0299","chr14",77550001,77600000,"chr14-0299",0.016,0.053,0.008,-0.057,-0.087
"chr14-0300","chr14",77600001,77650000,"chr14-0300",0.133,-0.085,0.171,-0.059,-0.104
"chr14-0301","chr14",77650001,77750000,"chr14-0301",-0.039,-0.064,-0.093,-0.021,-0.157
"chr14-0302","chr14",77750001,77800000,"chr14-0302",0.016,0.007,0.088,0.002,0.025
"chr14-0303","chr14",77800001,77900000,"chr14-0303",0.078,0.118,0.082,0.164,0.23
"chr14-0304","chr14",77900001,77950000,"chr14-0304",0.001,-0.13,-0.119,-0.207,-0.263
"chr14-0305","chr14",77950001,78150000,"chr14-0305",0.064,0.061,0.055,0.09,0.238
"chr14-0306","chr14",78150001,78250000,"chr14-0306",-0.119,-0.161,-0.077,-0.274,-0.277
"chr14-0307","chr14",78250001,78400000,"chr14-0307",-0.049,-0.083,-0.092,-0.161,0.055
"chr14-0308","chr14",78400001,78650000,"chr14-0308",-0.037,0.091,0.052,0.059,-0.011
"chr14-0309","chr14",78650001,79150000,"chr14-0309",-0.129,-0.002,-0.223,-0.085,-0.074
"chr14-0310","chr14",79150001,79750000,"chr14-0310",-0.123,-0.07,-0.082,-0.058,-0.027
"chr14-0311","chr14",79750001,80300000,"chr14-0311",-0.002,0.094,-0.073,0.077,0.178
"chr14-0312","chr14",80300001,80700000,"chr14-0312",0.03,0.127,-0.055,0.073,0.155
"chr14-0313","chr14",80700001,81400000,"chr14-0313",-0.029,0.086,-0.147,-0.082,0.052
"chr14-0314","chr14",81400001,81450000,"chr14-0314",-0.099,-0.07,-0.163,-0.163,-0.227
"chr14-0315","chr14",81450001,81700000,"chr14-0315",-0.011,-0.054,-0.031,0.009,0.092
"chr14-0316","chr14",81700001,81900000,"chr14-0316",-0.027,0.086,-0.087,0.078,0.089
"chr14-0317","chr14",81900001,82000000,"chr14-0317",-0.084,-0.005,-0.15,-0.119,-0.01
"chr14-0318","chr14",82000001,83250000,"chr14-0318",-0.083,-0.013,-0.129,-0.003,0.078
"chr14-0319","chr14",83250001,84250000,"chr14-0319",-0.143,0.073,-0.117,-0.059,0.006
"chr14-0320","chr14",84250001,85950000,"chr14-0320",-0.092,0.023,-0.231,-0.143,-0.092
"chr14-0321","chr14",85950001,86000000,"chr14-0321",-0.077,-0.205,-0.13,-0.229,-0.365
"chr14-0322","chr14",86000001,86100000,"chr14-0322",-0.017,0.04,-0.148,0.067,0.108
"chr14-0323","chr14",86100001,88450000,"chr14-0323",-0.056,0.068,-0.193,-0.041,0.109
"chr14-0324","chr14",88450001,88600000,"chr14-0324",-0.009,-0.033,-0.151,-0.104,-0.096
"chr14-0325","chr14",88600001,88650000,"chr14-0325",-0.048,0.11,-0.076,0.013,0.105
"chr14-0326","chr14",88650001,88750000,"chr14-0326",-0.117,-0.01,-0.087,-0.073,-0.015
"chr14-0327","chr14",88750001,88800000,"chr14-0327",-0.037,-0.12,-0.076,-0.077,-0.166
"chr14-0328","chr14",88800001,89000000,"chr14-0328",-0.081,-0.005,-0.139,-0.197,-0.155
"chr14-0329","chr14",89000001,89050000,"chr14-0329",-0.04,0.036,0.038,-0.009,0.109
"chr14-0330","chr14",89050001,89300000,"chr14-0330",0.042,0.116,0.032,0.147,0.146
"chr14-0331","chr14",89300001,89600000,"chr14-0331",-0.019,-0.035,-0.004,-0.034,0.018
"chr14-0332","chr14",89600001,89650000,"chr14-0332",-0.035,-0.01,-0.057,-0.014,-0.03
"chr14-0333","chr14",89650001,89850000,"chr14-0333",0.02,0.082,-0.003,0.053,0.137
"chr14-0334","chr14",89850001,89900000,"chr14-0334",0.091,0.091,0.14,0.07,0.187
"chr14-0335","chr14",89900001,90050000,"chr14-0335",0.026,0.119,0.013,0.212,0.301
"chr14-0336","chr14",90050001,90200000,"chr14-0336",-0.106,-0.072,-0.138,-0.107,-0.028
"chr14-0337","chr14",90200001,90400000,"chr14-0337",-0.047,0.098,-0.004,0.131,0.12
"chr14-0338","chr14",90400001,90450000,"chr14-0338",-0.127,-0.101,-0.176,-0.174,-0.221
"chr14-0339","chr14",90450001,90700000,"chr14-0339",0.026,0.111,0.158,0.082,0.129
"chr14-0340","chr14",90700001,90750000,"chr14-0340",0.004,-0.044,-0.093,-0.034,-0.072
"chr14-0341","chr14",90750001,90850000,"chr14-0341",-0.025,-0.049,-0.033,-0.14,-0.114
"chr14-0342","chr14",90850001,90900000,"chr14-0342",0.017,0.151,0.104,0.082,0.108
"chr14-0343","chr14",90900001,91000000,"chr14-0343",0.115,-0.146,0.086,-0.098,-0.158
"chr14-0344","chr14",91000001,91100000,"chr14-0344",0.039,0.066,-0.008,0.073,0.177
"chr14-0345","chr14",91100001,91250000,"chr14-0345",0.035,0.038,-0.049,0.053,0.049
"chr14-0346","chr14",91250001,91500000,"chr14-0346",0.028,0.1,0.135,0.124,0.059
"chr14-0347","chr14",91500001,91550000,"chr14-0347",-0.04,0.031,0.086,0.087,0.072
"chr14-0348","chr14",91550001,91700000,"chr14-0348",-0.009,-0.109,-0.051,-0.065,-0.01
"chr14-0349","chr14",91700001,91750000,"chr14-0349",0.019,0.03,0.051,0.049,-0.02
"chr14-0350","chr14",91750001,91800000,"chr14-0350",0.013,0.045,-0.023,0.05,0.069
"chr14-0351","chr14",91800001,91850000,"chr14-0351",0.069,-0.027,-0.029,-0.048,-0.116
"chr14-0352","chr14",91850001,91900000,"chr14-0352",0.122,0.055,0.094,0.167,0.114
"chr14-0353","chr14",91900001,92000000,"chr14-0353",0.013,0.146,0.141,0.12,0.132
"chr14-0354","chr14",92000001,92300000,"chr14-0354",0.054,0.112,0.095,0.083,0.153
"chr14-0355","chr14",92300001,92350000,"chr14-0355",-0.026,-0.009,-0.097,0.026,-0.039
"chr14-0356","chr14",92350001,92550000,"chr14-0356",0.137,0.005,0.066,0.12,0.07
"chr14-0357","chr14",92550001,92600000,"chr14-0357",0.117,0.082,0.132,0.1,0.091
"chr14-0358","chr14",92600001,92950000,"chr14-0358",-0.029,-0.035,-0.036,0.004,0.031
"chr14-0359","chr14",92950001,93000000,"chr14-0359",-0.026,-0.036,-0.024,-0.076,-0.103
"chr14-0360","chr14",93000001,93150000,"chr14-0360",0.086,0.011,0.064,-0.036,-0.034
"chr14-0361","chr14",93150001,93200000,"chr14-0361",0.114,0.089,0.111,0.085,0.13
"chr14-0362","chr14",93200001,93350000,"chr14-0362",-0.043,-0.001,0.013,0.055,-0.073
"chr14-0363","chr14",93350001,93400000,"chr14-0363",0.077,-0.033,-0.044,0.144,0.085
"chr14-0364","chr14",93400001,93450000,"chr14-0364",0.093,0.051,0.099,0.027,0.064
"chr14-0365","chr14",93450001,93550000,"chr14-0365",0.11,-0.04,-0.015,0.047,-0.007
"chr14-0366","chr14",93550001,93650000,"chr14-0366",-0.012,0.027,0.113,0.072,0.07
"chr14-0367","chr14",93650001,93700000,"chr14-0367",0.088,0.147,0.159,0.102,0.187
"chr14-0368","chr14",93700001,93800000,"chr14-0368",-0.03,0.069,0.084,0.042,0.218
"chr14-0369","chr14",93800001,94050000,"chr14-0369",0.062,0.125,-0.01,0.049,0.084
"chr14-0370","chr14",94050001,94250000,"chr14-0370",0.052,-0.039,-0.122,-0.042,-0.003
"chr14-0371","chr14",94250001,94350000,"chr14-0371",0.046,0.116,0.114,0.083,0.089
"chr14-0372","chr14",94350001,94400000,"chr14-0372",0.052,-0.002,0.027,0.02,-0.048
"chr14-0373","chr14",94400001,94450000,"chr14-0373",-0.097,-0.129,-0.177,-0.151,-0.282
"chr14-0374","chr14",94450001,94500000,"chr14-0374",0.013,-0.185,-0.075,-0.161,-0.275
"chr14-0375","chr14",94500001,94550000,"chr14-0375",-0.123,-0.033,-0.154,-0.184,-0.344
"chr14-0376","chr14",94550001,94600000,"chr14-0376",0.024,-0.047,-0.035,-0.024,-0.008
"chr14-0377","chr14",94600001,94750000,"chr14-0377",-0.037,0.078,-0.052,0.044,0.15
"chr14-0378","chr14",94750001,94800000,"chr14-0378",-0.091,-0.15,-0.222,-0.201,-0.13
"chr14-0379","chr14",94800001,94900000,"chr14-0379",-0.088,-0.175,-0.248,-0.243,-0.374
"chr14-0380","chr14",94900001,95050000,"chr14-0380",-0.096,-0.139,-0.204,-0.14,-0.205
"chr14-0381","chr14",95050001,95200000,"chr14-0381",-0.103,-0.21,-0.162,-0.23,-0.238
"chr14-0382","chr14",95200001,95250000,"chr14-0382",0.001,-0.021,0.084,0.003,-0.076
"chr14-0383","chr14",95250001,95500000,"chr14-0383",-0.018,0.045,-0.075,0.027,-0.033
"chr14-0384","chr14",95500001,95600000,"chr14-0384",-0.022,0.068,-0.137,0.079,0.077
"chr14-0385","chr14",95600001,95650000,"chr14-0385",-0.145,0.036,0.017,0.087,0.152
"chr14-0386","chr14",95650001,95800000,"chr14-0386",0.008,0.03,0.023,0.06,0.085
"chr14-0387","chr14",95800001,95900000,"chr14-0387",-0.015,-0.04,-0.137,-0.063,-0.085
"chr14-0388","chr14",95900001,96000000,"chr14-0388",-0.023,-0.105,-0.12,-0.175,-0.222
"chr14-0389","chr14",96000001,96050000,"chr14-0389",-0.014,-0.014,0.003,-0.057,-0.105
"chr14-0390","chr14",96050001,96200000,"chr14-0390",-0.018,0.072,-0.049,-0.054,-0.094
"chr14-0391","chr14",96200001,96500000,"chr14-0391",-0.126,-0.056,-0.097,-0.092,-0.052
"chr14-0392","chr14",96500001,96550000,"chr14-0392",-0.085,-0.067,-0.04,-0.092,-0.125
"chr14-0393","chr14",96550001,96700000,"chr14-0393",-0.148,-0.139,-0.186,-0.182,-0.322
"chr14-0394","chr14",96700001,96750000,"chr14-0394",-0.041,-0.078,-0.069,-0.104,-0.142
"chr14-0395","chr14",96750001,96850000,"chr14-0395",0.061,0.087,0.086,0.055,0.124
"chr14-0396","chr14",96850001,96900000,"chr14-0396",0.007,0.075,0.226,0.071,0.146
"chr14-0397","chr14",96900001,97050000,"chr14-0397",0.031,0.067,0.064,-0.005,-0.033
"chr14-0398","chr14",97050001,97100000,"chr14-0398",0.023,-0.049,-0.084,-0.058,-0.043
"chr14-0399","chr14",97100001,97250000,"chr14-0399",-0.095,-0.085,-0.177,-0.08,-0.104
"chr14-0400","chr14",97250001,97300000,"chr14-0400",-0.075,0.024,0.077,-0.032,0.108
"chr14-0401","chr14",97300001,97650000,"chr14-0401",0.023,0.116,0.028,0.007,0.125
"chr14-0402","chr14",97650001,97700000,"chr14-0402",-0.109,-0.073,-0.103,-0.06,-0.068
"chr14-0403","chr14",97700001,98050000,"chr14-0403",0.004,0.005,-0.137,-0.124,-0.102
"chr14-0404","chr14",98050001,99150000,"chr14-0404",-0.139,0.014,-0.162,-0.051,-0.126
"chr14-0405","chr14",99150001,99550000,"chr14-0405",-0.022,-0.061,-0.081,-0.086,-0.037
"chr14-0406","chr14",99550001,99650000,"chr14-0406",-0.019,0.036,0.033,0.068,0.103
"chr14-0407","chr14",99650001,99700000,"chr14-0407",-0.085,-0.061,-0.157,-0.192,-0.049
"chr14-0408","chr14",99700001,99750000,"chr14-0408",0.124,0.122,0.117,0.196,0.239
"chr14-0409","chr14",99750001,99850000,"chr14-0409",0.042,0.05,0.11,0.048,-0.05
"chr14-0410","chr14",99850001,99900000,"chr14-0410",0.052,0.142,-0.035,0.158,0.223
