"","Chromosome","Start","End","Feature","205125590013_R05C01","205128000013_R03C01","205128000076_R04C01","205240110044_R02C01","205240110063_R03C01"
"chr15-082","chr15",97000001,98000000,"chr15-082",-0.04,-0.002,-0.082,-0.016,-0.016
"chr15-083","chr15",98000001,99000000,"chr15-083",-0.017,-0.033,-0.031,-0.025,-0.027
"chr15-084","chr15",99000001,100000000,"chr15-084",0.053,0.031,0.051,0.03,0.056
"chr15-085","chr15",100000001,101000000,"chr15-085",0.028,-0.023,0.025,-0.002,-0.02
"chr15-086","chr15",101000001,102000000,"chr15-086",0.053,0.013,0.048,0.028,0.027
"chr15-087","chr15",102000001,102521392,"chr15-087",0.055,0.032,0.075,0.056,0.057
"chr16-001","chr16",60001,1000000,"chr16-001",0.12,0.104,0.246,0.134,0.005
"chr16-002","chr16",1000001,2000000,"chr16-002",0.111,0.103,0.234,0.114,0.009
"chr16-003","chr16",2000001,3000000,"chr16-003",0.106,0.086,0.209,0.091,-0.003
"chr16-004","chr16",3000001,4000000,"chr16-004",0.101,0.059,0.17,0.083,0.038
"chr16-005","chr16",4000001,5000000,"chr16-005",0.126,0.051,0.177,0.092,0.07
"chr16-006","chr16",5000001,6000000,"chr16-006",0.072,0.016,0.103,0.042,0.05
"chr16-007","chr16",6000001,7000000,"chr16-007",-0.044,-0.017,-0.012,-0.001,-0.007
"chr16-008","chr16",7000001,8000000,"chr16-008",-0.025,0.028,-0.003,0.009,0.041
"chr16-009","chr16",8000001,8636921,"chr16-009",0.023,0.098,0.092,0.083,0.091
"chr16-010","chr16",8686922,9000000,"chr16-010",0.078,0.044,0.09,0.046,0.086
"chr16-011","chr16",9000001,10000000,"chr16-011",0.072,0.074,0.132,0.115,0.116
"chr16-012","chr16",10000001,11000000,"chr16-012",0.05,0.043,0.08,0.059,0.072
"chr16-013","chr16",11000001,12000000,"chr16-013",0.096,0.042,0.125,0.075,0.095
"chr16-014","chr16",12000001,13000000,"chr16-014",0.06,0.054,0.098,0.075,0.117
"chr16-015","chr16",13000001,14000000,"chr16-015",-0.04,0.008,-0.074,-0.01,0.002
"chr16-016","chr16",14000001,15000000,"chr16-016",0.091,0.068,0.103,0.087,0.119
"chr16-017","chr16",15000001,16000000,"chr16-017",0.076,0.039,0.139,0.094,0.143
"chr16-018","chr16",16000001,17000000,"chr16-018",0.113,0.075,0.142,0.121,0.16
"chr16-019","chr16",17000001,18000000,"chr16-019",0.066,0.018,0.058,0.047,0.096
"chr16-020","chr16",18000001,19000000,"chr16-020",0.03,0.053,0.069,0.015,0.087
"chr16-021","chr16",19000001,20000000,"chr16-021",0.073,0.055,0.114,0.08,0.123
"chr16-022","chr16",20000001,21000000,"chr16-022",0.02,0.001,0.006,-0.009,0.005
"chr16-023","chr16",21000001,22000000,"chr16-023",0.054,0.046,0.074,0.066,0.071
"chr16-024","chr16",22000001,23000000,"chr16-024",0.057,0.055,0.141,0.077,0.126
"chr16-025","chr16",23000001,24000000,"chr16-025",0.046,0.026,0.1,0.056,0.066
"chr16-026","chr16",24000001,25000000,"chr16-026",0.048,0.032,0.052,0.066,0.102
"chr16-027","chr16",25000001,26000000,"chr16-027",0.043,0.03,0.067,0.072,0.142
"chr16-028","chr16",26000001,27000000,"chr16-028",-0.046,-0.07,-0.058,-0.026,0
"chr16-029","chr16",27000001,28000000,"chr16-029",0.077,0.01,0.072,0.042,0.032
"chr16-030","chr16",28000001,29000000,"chr16-030",0.115,0.042,0.153,0.075,0.065
"chr16-031","chr16",29000001,30000000,"chr16-031",0.149,0.062,0.165,0.09,0.06
"chr16-032","chr16",30000001,31000000,"chr16-032",0.124,0.05,0.17,0.063,0.03
"chr16-033","chr16",31000001,32000000,"chr16-033",0.097,0.035,0.153,0.04,0.033
"chr16-034","chr16",32000001,33000000,"chr16-034",-0.037,0.127,0.073,0.075,0.141
"chr16-035","chr16",33000001,34023150,"chr16-035",-0.029,0.087,0.099,0.048,0.031
"chr16-036","chr16",34173151,35000000,"chr16-036",0.051,-0.008,0.018,-0.018,-0.099
"chr16-037","chr16",35000001,35285801,"chr16-037",0.076,-0.035,0.024,-0.003,-0.109
"chr16-038","chr16",46385802,47000000,"chr16-038",0.072,0.029,0.099,0.025,0.033
"chr16-039","chr16",47000001,48000000,"chr16-039",0.017,0.055,0.013,0.006,0.024
"chr16-040","chr16",48000001,49000000,"chr16-040",0.024,0.016,0.032,0.02,0.063
"chr16-041","chr16",49000001,50000000,"chr16-041",0.026,-0.035,0.017,-0.031,-0.063
"chr16-042","chr16",50000001,51000000,"chr16-042",0.024,-0.016,0.053,0.003,-0.008
"chr16-043","chr16",51000001,52000000,"chr16-043",-0.013,-0.023,0.006,-0.015,-0.039
"chr16-044","chr16",52000001,53000000,"chr16-044",-0.1,-0.03,-0.158,-0.074,-0.078
"chr16-045","chr16",53000001,54000000,"chr16-045",0.018,0.027,0.053,0.021,0.044
"chr16-046","chr16",54000001,55000000,"chr16-046",-0.031,-0.023,-0.003,-0.042,-0.054
"chr16-047","chr16",55000001,56000000,"chr16-047",0.007,-0.045,-0.029,-0.067,-0.138
"chr16-048","chr16",56000001,57000000,"chr16-048",0.016,-0.01,0.042,-0.008,-0.033
"chr16-049","chr16",57000001,58000000,"chr16-049",0.078,-0.006,0.083,0.023,-0.015
"chr16-050","chr16",58000001,59000000,"chr16-050",0.079,0.058,0.118,0.072,0.064
"chr16-051","chr16",59000001,60000000,"chr16-051",-0.006,-0.005,-0.092,-0.012,-0.001
"chr16-052","chr16",60000001,61000000,"chr16-052",0.053,0.099,-0.039,0.051,0.053
"chr16-053","chr16",61000001,62000000,"chr16-053",-0.021,0.034,-0.018,-0.004,0.113
"chr16-054","chr16",62000001,63000000,"chr16-054",-0.026,-0.052,-0.026,-0.157,-0.208
"chr16-055","chr16",63000001,64000000,"chr16-055",-0.068,-0.007,-0.164,-0.102,-0.167
"chr16-056","chr16",64000001,65000000,"chr16-056",-0.102,-0.055,-0.168,-0.187,-0.112
"chr16-057","chr16",65000001,66000000,"chr16-057",-0.028,-0.023,-0.039,-0.038,-0.054
"chr16-058","chr16",66000001,67000000,"chr16-058",0.073,0.035,0.108,0.049,0.029
"chr16-059","chr16",67000001,68000000,"chr16-059",0.087,0.004,0.129,0.018,-0.046
"chr16-060","chr16",68000001,69000000,"chr16-060",0.096,0.044,0.148,0.075,0.068
"chr16-061","chr16",69000001,70000000,"chr16-061",0.107,0.088,0.163,0.129,0.173
"chr16-062","chr16",70000001,71000000,"chr16-062",0.103,0.043,0.154,0.085,0.076
"chr16-063","chr16",71000001,72000000,"chr16-063",0.038,0.053,0.083,0.066,0.096
"chr16-064","chr16",72000001,73000000,"chr16-064",0.043,0.017,0.024,0.052,0.08
"chr16-065","chr16",73000001,74000000,"chr16-065",0.03,0.043,0.025,0.055,0.09
"chr16-066","chr16",74000001,75000000,"chr16-066",0.079,0.066,0.131,0.102,0.132
"chr16-067","chr16",75000001,76000000,"chr16-067",0.097,0.048,0.157,0.074,0.053
"chr16-068","chr16",76000001,77000000,"chr16-068",-0.047,0.04,-0.059,-0.057,0.059
"chr16-069","chr16",77000001,78000000,"chr16-069",-0.02,-0.036,-0.036,-0.034,-0.02
"chr16-070","chr16",78000001,79000000,"chr16-070",0.025,0.06,0.061,0.072,0.132
"chr16-071","chr16",79000001,80000000,"chr16-071",0.025,0.038,0.02,0.047,0.042
"chr16-072","chr16",80000001,81000000,"chr16-072",-0.006,0.011,-0.034,-0.019,-0.015
"chr16-073","chr16",81000001,82000000,"chr16-073",0.082,0.033,0.096,0.066,0.068
"chr16-074","chr16",82000001,83000000,"chr16-074",-0.014,0,-0.039,-0.012,-0.048
"chr16-075","chr16",83000001,84000000,"chr16-075",0.038,0.025,0.053,0.013,-0.014
"chr16-076","chr16",84000001,85000000,"chr16-076",0.071,0.018,0.081,0.054,0.05
"chr16-077","chr16",85000001,86000000,"chr16-077",0.095,0.007,0.11,0.023,-0.038
"chr16-078","chr16",86000001,87000000,"chr16-078",0.043,-0.028,0.014,-0.02,-0.094
"chr16-079","chr16",87000001,88000000,"chr16-079",0.121,0.052,0.132,0.07,0.031
"chr16-080","chr16",88000001,88389383,"chr16-080",0.105,0.025,0.09,0.001,-0.062
"chr16-081","chr16",88439384,89000000,"chr16-081",0.113,0.09,0.211,0.088,-0.044
"chr16-082","chr16",89000001,90000000,"chr16-082",0.143,0.085,0.223,0.11,0.053
"chr16-083","chr16",90000001,90294753,"chr16-083",0.095,0.049,0.161,0.038,0.002
"chr17-001","chr17",1,296626,"chr17-001",0.145,0.076,0.192,0.094,0.04
"chr17-002","chr17",396627,1000000,"chr17-002",0.149,0.105,0.19,0.146,0.145
"chr17-003","chr17",1000001,2000000,"chr17-003",0.145,0.088,0.19,0.132,0.102
"chr17-004","chr17",2000001,3000000,"chr17-004",0.139,0.093,0.169,0.139,0.136
"chr17-005","chr17",3000001,4000000,"chr17-005",0.112,0.054,0.112,0.075,0.036
"chr17-006","chr17",4000001,5000000,"chr17-006",0.103,0.046,0.151,0.072,0.063
"chr17-007","chr17",5000001,6000000,"chr17-007",0.044,0.025,0.069,0.019,0.019
"chr17-008","chr17",6000001,7000000,"chr17-008",0.065,-0.014,0.065,0.009,-0.035
"chr17-009","chr17",7000001,8000000,"chr17-009",0.103,0.024,0.135,0.044,0.012
"chr17-010","chr17",8000001,9000000,"chr17-010",0.06,0.025,0.099,0.037,0.028
"chr17-011","chr17",9000001,10000000,"chr17-011",0.087,0.05,0.091,0.085,0.067
"chr17-012","chr17",10000001,11000000,"chr17-012",0.033,0.041,0.04,0.011,0.065
"chr17-013","chr17",11000001,12000000,"chr17-013",0.052,0.048,0.048,0.03,0.066
"chr17-014","chr17",12000001,13000000,"chr17-014",0.033,0.002,0.021,0.011,0.053
"chr17-015","chr17",13000001,14000000,"chr17-015",-0.037,-0.004,-0.075,-0.091,-0.044
"chr17-016","chr17",14000001,15000000,"chr17-016",0.016,-0.017,0.012,-0.032,-0.03
"chr17-017","chr17",15000001,16000000,"chr17-017",0.033,0.035,0.051,0.001,0.024
"chr17-018","chr17",16000001,17000000,"chr17-018",0.057,0.02,0.066,0.037,0.031
"chr17-019","chr17",17000001,18000000,"chr17-019",0.117,0.013,0.129,0.043,-0.017
"chr17-020","chr17",18000001,19000000,"chr17-020",0.091,0.007,0.108,0.009,-0.042
"chr17-021","chr17",19000001,20000000,"chr17-021",0.088,0.035,0.109,0.058,0.042
"chr17-022","chr17",20000001,21000000,"chr17-022",0.051,0.034,0.052,0.026,0.07
"chr17-023","chr17",21000001,21566608,"chr17-023",0.099,0.027,0.1,0.021,0.007
"chr17-024","chr17",21666609,22000000,"chr17-024",0.062,0.036,0.035,0.045,-0.028
"chr17-025","chr17",22000001,22263006,"chr17-025",0.016,0.018,-0.01,-0.12,-0.101
"chr17-026","chr17",25263007,26000000,"chr17-026",0.004,-0.065,-0.004,-0.056,-0.05
"chr17-027","chr17",26000001,27000000,"chr17-027",0.053,0.004,0.044,-0.002,-0.02
"chr17-028","chr17",27000001,28000000,"chr17-028",0.094,0.033,0.115,0.027,-0.022
"chr17-029","chr17",28000001,29000000,"chr17-029",0.047,0.04,0.068,0.053,0.084
"chr17-030","chr17",29000001,30000000,"chr17-030",0.074,0.034,0.128,0.091,0.114
"chr17-031","chr17",30000001,31000000,"chr17-031",0.088,0.061,0.102,0.091,0.117
"chr17-032","chr17",31000001,32000000,"chr17-032",-0.044,0.002,0.003,-0.024,-0.001
"chr17-033","chr17",32000001,33000000,"chr17-033",-0.062,-0.084,-0.093,-0.097,-0.159
"chr17-034","chr17",33000001,34000000,"chr17-034",0.022,-0.032,0.008,-0.038,-0.02
"chr17-035","chr17",34000001,34675848,"chr17-035",0.018,-0.012,0.014,-0.027,-0.063
"chr17-036","chr17",34725849,35000000,"chr17-036",0.039,0.016,0.139,0.003,0.011
"chr17-037","chr17",35000001,36000000,"chr17-037",0.084,0.044,0.124,0.048,0.044
"chr17-038","chr17",36000001,37000000,"chr17-038",0.11,0.034,0.132,0.059,0.047
"chr17-039","chr17",37000001,38000000,"chr17-039",0.1,0.015,0.119,0.053,0.05
"chr17-040","chr17",38000001,39000000,"chr17-040",0.086,0.011,0.086,0.02,0.006
"chr17-041","chr17",39000001,40000000,"chr17-041",0.061,-0.004,0.04,0,-0.049
"chr17-042","chr17",40000001,41000000,"chr17-042",0.093,0.033,0.131,0.038,0.01
"chr17-043","chr17",41000001,42000000,"chr17-043",0.072,0.001,0.093,0.016,0.022
"chr17-044","chr17",42000001,43000000,"chr17-044",0.099,0.03,0.14,0.058,0.032
"chr17-045","chr17",43000001,44000000,"chr17-045",0.078,0.003,0.113,0.024,-0.03
"chr17-046","chr17",44000001,45000000,"chr17-046",0.095,0.066,0.128,0.018,0.044
"chr17-047","chr17",45000001,46000000,"chr17-047",0.066,0.036,0.095,0.063,0.076
"chr17-048","chr17",46000001,47000000,"chr17-048",0.068,0.023,0.059,0.013,-0.009
"chr17-049","chr17",47000001,48000000,"chr17-049",0.062,0.002,0.087,0.036,0.015
"chr17-050","chr17",48000001,49000000,"chr17-050",0.085,-0.009,0.098,0.006,-0.042
"chr17-051","chr17",49000001,50000000,"chr17-051",0.058,0.068,0.099,0.092,0.124
"chr17-052","chr17",50000001,51000000,"chr17-052",-0.007,-0.013,-0.004,-0.012,-0.016
"chr17-053","chr17",51000001,52000000,"chr17-053",-0.137,-0.039,-0.211,-0.157,-0.1
"chr17-054","chr17",52000001,53000000,"chr17-054",-0.061,0.006,-0.045,-0.06,-0.13
"chr17-055","chr17",53000001,54000000,"chr17-055",-0.028,0.001,-0.035,-0.01,0.016
"chr17-056","chr17",54000001,55000000,"chr17-056",-0.013,0.028,-0.001,0.004,0.008
"chr17-057","chr17",55000001,56000000,"chr17-057",0.046,0.028,0.071,0.043,0.057
"chr17-058","chr17",56000001,57000000,"chr17-058",0.02,-0.012,0.041,-0.01,-0.003
"chr17-059","chr17",57000001,58000000,"chr17-059",0.073,0.043,0.082,0.07,0.122
"chr17-060","chr17",58000001,59000000,"chr17-060",0.042,0.041,0.088,0.041,0.084
"chr17-061","chr17",59000001,60000000,"chr17-061",0.048,0.051,0.114,0.045,0.087
"chr17-062","chr17",60000001,61000000,"chr17-062",0.082,0.063,0.136,0.087,0.13
"chr17-063","chr17",61000001,62000000,"chr17-063",0.063,0.019,0.08,0.025,-0.002
"chr17-064","chr17",62000001,62410760,"chr17-064",0.09,0.022,0.068,0.027,-0.012
"chr17-065","chr17",62460761,63000000,"chr17-065",0.076,0.05,0.129,0.071,0.064
"chr17-066","chr17",63000001,64000000,"chr17-066",0.072,0.039,0.059,0.051,0.072
"chr17-067","chr17",64000001,65000000,"chr17-067",0.043,0.045,0.068,0.091,0.091
"chr17-068","chr17",65000001,66000000,"chr17-068",0.116,0.091,0.15,0.129,0.173
"chr17-069","chr17",66000001,67000000,"chr17-069",0.056,0.057,0.101,0.054,0.07
"chr17-070","chr17",67000001,68000000,"chr17-070",-0.012,0.046,-0.009,0.021,0.101
"chr17-071","chr17",68000001,69000000,"chr17-071",-0.087,-0.008,-0.11,-0.093,-0.056
"chr17-072","chr17",69000001,70000000,"chr17-072",-0.042,0.062,-0.089,0.003,0.06
"chr17-073","chr17",70000001,71000000,"chr17-073",0.03,0.021,0.047,0.041,0.004
"chr17-074","chr17",71000001,72000000,"chr17-074",0.055,-0.037,0.036,-0.002,-0.06
"chr17-075","chr17",72000001,73000000,"chr17-075",0.065,-0.022,0.082,-0.001,-0.036
"chr17-076","chr17",73000001,74000000,"chr17-076",0.104,0.04,0.154,0.056,-0.015
"chr17-077","chr17",74000001,75000000,"chr17-077",0.121,0.055,0.152,0.084,0.059
"chr17-078","chr17",75000001,76000000,"chr17-078",0.118,-0.002,0.097,0.038,-0.003
"chr17-079","chr17",76000001,77000000,"chr17-079",0.125,0.044,0.134,0.07,0.049
"chr17-080","chr17",77000001,77546461,"chr17-080",0.094,-0.008,0.059,-0.02,-0.11
"chr17-081","chr17",77596462,78000000,"chr17-081",0.101,0.022,0.151,0.026,-0.041
"chr17-082","chr17",78000001,79000000,"chr17-082",0.119,0.061,0.15,0.076,0.027
"chr17-083","chr17",79000001,79709049,"chr17-083",0.109,0.08,0.202,0.082,-0.026
"chr17-084","chr17",79759050,80000000,"chr17-084",0.116,0.082,0.227,0.104,0.016
"chr17-085","chr17",80000001,81000000,"chr17-085",0.159,0.112,0.227,0.138,0.088
"chr17-086","chr17",81000001,81195210,"chr17-086",0.116,0.084,0.221,0.098,-0.037
"chr18-001","chr18",10001,1000000,"chr18-001",0.094,0.068,0.123,0.068,0.127
"chr18-002","chr18",1000001,2000000,"chr18-002",-0.069,-0.041,-0.125,-0.09,-0.012
"chr18-003","chr18",2000001,3000000,"chr18-003",0.07,0.074,0.062,0.051,0.065
"chr18-004","chr18",3000001,4000000,"chr18-004",0.052,0.057,0.083,0.07,0.12
"chr18-005","chr18",4000001,5000000,"chr18-005",-0.037,-0.028,-0.061,-0.072,0.011
"chr18-006","chr18",5000001,6000000,"chr18-006",0.014,0.041,0.06,0.028,0.017
"chr18-007","chr18",6000001,7000000,"chr18-007",-0.018,0.03,-0.016,0.021,0.083
"chr18-008","chr18",7000001,8000000,"chr18-008",0.037,0.065,0.066,0.093,0.113
"chr18-009","chr18",8000001,9000000,"chr18-009",0.017,0.045,0.017,0.044,0.074
"chr18-010","chr18",9000001,10000000,"chr18-010",0.043,0.063,0.097,0.099,0.154
"chr18-011","chr18",10000001,11000000,"chr18-011",0.004,0.023,-0.01,0.019,0.009
"chr18-012","chr18",11000001,12000000,"chr18-012",0.051,0.038,0.094,0.043,0.088
"chr18-013","chr18",12000001,13000000,"chr18-013",0.091,0.097,0.161,0.125,0.147
"chr18-014","chr18",13000001,14000000,"chr18-014",0.029,-0.004,0.016,-0.013,0.001
"chr18-015","chr18",14000001,15000000,"chr18-015",0.013,0.015,0.052,-0.029,-0.073
"chr18-016","chr18",15000001,15410898,"chr18-016",-0.007,0.076,0.078,-0.056,-0.052
"chr18-017","chr18",18510899,19000000,"chr18-017",0.027,0.015,0.07,-0.019,0.041
"chr18-018","chr18",19000001,20000000,"chr18-018",0.027,0.057,0.091,0.094,0.141
"chr18-019","chr18",20000001,21000000,"chr18-019",0.017,0.018,0.009,0.048,0.072
"chr18-020","chr18",21000001,22000000,"chr18-020",0.044,0.059,0.063,0.068,0.11
"chr18-021","chr18",22000001,23000000,"chr18-021",0.015,0.043,-0.029,0.025,0.073
"chr18-022","chr18",23000001,24000000,"chr18-022",0.015,0.042,0.045,0.044,0.072
"chr18-023","chr18",24000001,25000000,"chr18-023",0.003,0.044,0.055,0.045,0.08
"chr18-024","chr18",25000001,26000000,"chr18-024",-0.06,0.048,-0.126,-0.045,-0.004
"chr18-025","chr18",26000001,27000000,"chr18-025",-0.132,0.046,-0.12,-0.058,0.016
"chr18-026","chr18",27000001,28000000,"chr18-026",-0.209,-0.067,-0.342,-0.21,-0.124
"chr18-027","chr18",28000001,29000000,"chr18-027",-0.011,-0.004,-0.052,-0.031,-0.026
"chr18-028","chr18",29000001,30000000,"chr18-028",0.039,0.058,0.06,0.077,0.171
"chr18-029","chr18",30000001,31000000,"chr18-029",-0.019,0.011,-0.014,-0.052,-0.061
"chr18-030","chr18",31000001,32000000,"chr18-030",-0.029,-0.006,-0.055,-0.094,-0.076
"chr18-031","chr18",32000001,33000000,"chr18-031",-0.03,-0.009,-0.046,-0.062,-0.096
"chr18-032","chr18",33000001,34000000,"chr18-032",0.008,0.024,0.014,0.001,-0.02
"chr18-033","chr18",34000001,35000000,"chr18-033",0.002,-0.019,-0.025,-0.033,-0.045
"chr18-034","chr18",35000001,36000000,"chr18-034",-0.057,-0.081,-0.033,-0.097,-0.12
"chr18-035","chr18",36000001,37000000,"chr18-035",-0.062,0.096,-0.08,-0.006,0.023
"chr18-036","chr18",37000001,38000000,"chr18-036",-0.077,-0.028,-0.199,-0.076,-0.005
"chr18-037","chr18",38000001,39000000,"chr18-037",-0.049,0.067,-0.148,0.009,-0.025
"chr18-038","chr18",39000001,40000000,"chr18-038",0.003,0.054,-0.086,0.015,0.11
"chr18-039","chr18",40000001,41000000,"chr18-039",-0.073,0.007,-0.224,-0.155,-0.106
"chr18-040","chr18",41000001,42000000,"chr18-040",-0.045,0.009,-0.199,-0.068,-0.04
"chr18-041","chr18",42000001,43000000,"chr18-041",-0.031,-0.012,-0.05,-0.044,-0.015
"chr18-042","chr18",43000001,44000000,"chr18-042",0.022,-0.009,0.055,-0.006,0.031
"chr18-043","chr18",44000001,45000000,"chr18-043",0.022,-0.013,0.008,-0.021,-0.055
"chr18-044","chr18",45000001,46000000,"chr18-044",0.002,-0.031,-0.026,-0.037,-0.023
"chr18-045","chr18",46000001,47000000,"chr18-045",0.035,-0.002,0.011,0.013,0.025
"chr18-046","chr18",47000001,48000000,"chr18-046",0.03,-0.001,0.024,-0.005,-0.028
"chr18-047","chr18",48000001,49000000,"chr18-047",0.04,0.051,0.09,0.058,0.106
"chr18-048","chr18",49000001,50000000,"chr18-048",-0.047,-0.049,-0.127,-0.181,-0.167
"chr18-049","chr18",50000001,51000000,"chr18-049",-0.115,-0.023,-0.222,-0.248,-0.091
"chr18-050","chr18",51000001,52059136,"chr18-050",0.025,0.054,0.032,0.048,0.105
"chr18-051","chr18",52209137,53000000,"chr18-051",-0.009,0.041,-0.021,0.019,0.086
"chr18-052","chr18",53000001,54000000,"chr18-052",0.036,0.091,-0.004,0.068,0.154
"chr18-053","chr18",54000001,55000000,"chr18-053",-0.049,0.002,-0.092,-0.037,-0.013
"chr18-054","chr18",55000001,56000000,"chr18-054",0.032,0.016,0.066,0.029,0.11
"chr18-055","chr18",56000001,57000000,"chr18-055",0.033,0.052,0.054,0.073,0.129
"chr18-056","chr18",57000001,58000000,"chr18-056",0.022,0.035,0.045,0.044,0.087
"chr18-057","chr18",58000001,59000000,"chr18-057",-0.081,-0.033,-0.127,-0.181,-0.131
"chr18-058","chr18",59000001,60000000,"chr18-058",0.003,0.052,0.011,-0.005,-0.025
"chr18-059","chr18",60000001,61000000,"chr18-059",0.046,0.073,0.062,0.085,0.111
"chr18-060","chr18",61000001,62000000,"chr18-060",-0.035,0.015,-0.011,-0.026,0.015
"chr18-061","chr18",62000001,63000000,"chr18-061",-0.122,0.003,-0.17,-0.121,-0.143
"chr18-062","chr18",63000001,64000000,"chr18-062",0.037,0.086,-0.067,0.02,0.029
"chr18-063","chr18",64000001,65000000,"chr18-063",-0.084,-0.014,-0.203,-0.118,-0.089
"chr18-064","chr18",65000001,66000000,"chr18-064",-0.097,-0.001,-0.129,-0.097,0.002
"chr18-065","chr18",66000001,67000000,"chr18-065",-0.065,0.022,-0.113,-0.114,-0.009
"chr18-066","chr18",67000001,68000000,"chr18-066",-0.03,0.032,-0.032,-0.013,0.054
"chr18-067","chr18",68000001,69000000,"chr18-067",-0.01,0.012,-0.01,0.039,0.102
"chr18-068","chr18",69000001,70000000,"chr18-068",-0.208,-0.095,-0.204,-0.315,-0.378
"chr18-069","chr18",70000001,71000000,"chr18-069",-0.053,0.014,0.009,0.003,0.028
"chr18-070","chr18",71000001,72000000,"chr18-070",-0.005,0.01,0.027,0.005,0.039
"chr18-071","chr18",72000001,72283353,"chr18-071",0.015,-0.011,0.01,-0.011,-0.059
"chr18-072","chr18",72333354,73000000,"chr18-072",0.033,0.054,0.038,0.044,0.029
"chr18-073","chr18",73000001,74000000,"chr18-073",0.057,0.034,-0.006,0.052,0.036
"chr18-074","chr18",74000001,75000000,"chr18-074",0.078,0.053,0.085,0.047,0.046
"chr18-075","chr18",75000001,75721820,"chr18-075",0.024,0.036,0.004,-0.021,0.051
"chr18-076","chr18",75771821,76000000,"chr18-076",0.071,0.036,0.128,0.209,0.14
"chr18-077","chr18",76000001,77000000,"chr18-077",0.06,0.047,0.06,0.039,0.004
"chr18-078","chr18",77000001,78000000,"chr18-078",0.112,0.074,0.16,0.088,0.05
"chr18-079","chr18",78000001,78017248,"chr18-079",-0.077,-0.019,0.126,-0.063,0.003
"chr19-001","chr19",60001,1000000,"chr19-001",0.166,0.163,0.286,0.195,0.127
"chr19-002","chr19",1000001,2000000,"chr19-002",0.143,0.154,0.264,0.165,0.096
"chr19-003","chr19",2000001,3000000,"chr19-003",0.155,0.119,0.245,0.147,0.101
"chr19-004","chr19",3000001,4000000,"chr19-004",0.153,0.105,0.227,0.129,0.073
"chr19-005","chr19",4000001,5000000,"chr19-005",0.172,0.115,0.244,0.153,0.141
"chr19-006","chr19",5000001,6000000,"chr19-006",0.13,0.083,0.195,0.103,0.058
"chr19-007","chr19",6000001,7000000,"chr19-007",0.148,0.097,0.198,0.13,0.111
"chr19-008","chr19",7000001,7346004,"chr19-008",0.165,0.189,0.245,0.206,0.284
"chr19-009","chr19",7396005,8000000,"chr19-009",0.117,0.079,0.19,0.105,0.047
"chr19-010","chr19",8000001,8687198,"chr19-010",0.146,0.116,0.22,0.14,0.132
"chr19-011","chr19",8737199,9000000,"chr19-011",0.059,0.09,0.116,0.132,0.177
"chr19-012","chr19",9000001,10000000,"chr19-012",0.113,0.031,0.15,0.056,0.089
