"","Chromosome","Start","End","Feature","205122170045_R04C01","205122170071_R01C01","205125590021_R02C01","205125590067_R07C01","205125590068_R01C01","205128000076_R07C01","205240110063_R01C01","205243940036_R02C01","205243940046_R04C01","205243940058_R04C01","205243940065_R07C01","205243940107_R05C01","205289430139_R07C01"
"chr14-085","chr14",103000001,104000000,"chr14-085",-0.627,-0.093,-0.197,-0.414,-0.469,-0.45,-0.209,-0.11,-0.085,-0.549,-0.51,-0.607,-0.07
"chr14-086","chr14",104000001,105000000,"chr14-086",-0.628,-0.102,-0.23,-0.413,-0.494,-0.467,-0.295,-0.09,-0.091,-0.588,-0.52,-0.616,-0.05
"chr14-087","chr14",105000001,106000000,"chr14-087",-0.631,-0.107,-0.237,-0.425,-0.469,-0.508,-0.178,-0.11,-0.136,-0.605,-0.411,-0.615,-0.047
"chr14-088","chr14",106000001,107000000,"chr14-088",-0.366,-0.052,-0.136,-0.27,-0.349,-0.346,-0.26,-0.045,-0.032,-0.382,-0.331,-0.359,-0.018
"chr14-089","chr14",107000001,107289540,"chr14-089",-0.294,-0.022,-0.007,-0.267,-0.319,-0.268,-0.346,0.072,0.048,-0.304,-0.361,-0.285,0.05
"chr15-001","chr15",20000001,20894633,"chr15-001",0.081,-0.218,0.309,-0.012,-0.05,0.112,0.17,-0.198,0.083,0.096,-0.114,0.048,-0.27
"chr15-002","chr15",20935076,21398819,"chr15-002",0.011,-0.351,0.362,-0.111,-0.034,0.113,0.261,-0.24,0.047,0.073,-0.213,0.021,-0.312
"chr15-003","chr15",21885001,22212114,"chr15-003",0.197,-0.56,0.436,0.064,0.03,0.261,0.169,-0.246,0.132,0.219,-0.276,0.207,-0.43
"chr15-004","chr15",22262115,22596193,"chr15-004",0.182,-0.185,0.581,0.01,0.075,0.216,0.34,-0.083,0.461,0.214,-0.131,0.175,-0.198
"chr15-005","chr15",22646194,23000000,"chr15-005",-0.273,-0.069,0.004,-0.154,-0.168,-0.132,0.061,-0.102,-0.114,-0.281,-0.379,-0.223,-0.076
"chr15-006","chr15",23000001,23514853,"chr15-006",-0.27,-0.059,-0.028,-0.146,-0.169,-0.141,0.028,-0.154,-0.115,-0.264,-0.401,-0.273,-0.144
"chr15-007","chr15",23564854,24000000,"chr15-007",-0.2,-0.03,-0.001,-0.152,-0.174,-0.111,-0.139,-0.042,-0.072,-0.23,-0.488,-0.174,-0.033
"chr15-008","chr15",24000001,25000000,"chr15-008",-0.003,-0.152,-0.032,-0.148,-0.115,-0.094,-0.123,-0.049,-0.024,-0.264,-0.624,-0.108,-0.042
"chr15-009","chr15",25000001,26000000,"chr15-009",0.227,0.056,0.07,-0.026,-0.021,-0.086,0.024,0.013,0.024,-0.191,-0.257,0.029,0.077
"chr15-010","chr15",26000001,27000000,"chr15-010",0.112,0.007,0.02,-0.109,-0.091,-0.116,-0.081,-0.021,-0.042,-0.248,-0.454,-0.139,-0.015
"chr15-011","chr15",27000001,28000000,"chr15-011",0.139,-0.065,0.022,-0.136,-0.096,-0.085,-0.115,0.003,-0.048,-0.259,-0.454,-0.096,0.033
"chr15-012","chr15",28000001,29000000,"chr15-012",0.073,-0.061,0,-0.146,-0.138,-0.109,0.029,-0.066,-0.082,-0.254,-0.405,-0.128,-0.004
"chr15-013","chr15",29000001,29159443,"chr15-013",-0.021,-0.113,0.004,-0.168,-0.154,-0.083,-0.002,-0.073,-0.049,-0.121,-0.329,-0.123,-0.027
"chr15-014","chr15",29209444,30000000,"chr15-014",0.118,-0.041,0.015,-0.104,-0.098,-0.095,-0.032,-0.063,-0.04,-0.243,-0.419,-0.112,-0.023
"chr15-015","chr15",30000001,31000000,"chr15-015",0.116,-0.039,0.033,-0.102,-0.124,-0.033,-0.02,-0.054,-0.01,-0.117,-0.302,-0.091,-0.055
"chr15-016","chr15",31000001,32000000,"chr15-016",0.108,-0.013,0.094,-0.115,-0.097,-0.103,0.067,-0.021,-0.033,-0.237,-0.379,-0.114,-0.004
"chr15-017","chr15",32000001,33000000,"chr15-017",0.166,0.026,0.125,-0.004,-0.043,-0.036,0.081,0,-0.001,-0.142,-0.285,-0.014,0.031
"chr15-018","chr15",33000001,34000000,"chr15-018",0.212,0.014,0.158,-0.043,-0.046,-0.029,0.124,0.006,-0.002,-0.129,-0.404,-0.021,-0.017
"chr15-019","chr15",34000001,35000000,"chr15-019",0.142,-0.004,0.102,-0.064,-0.074,-0.074,0.154,-0.055,-0.039,-0.197,-0.43,-0.123,-0.037
"chr15-020","chr15",35000001,36000000,"chr15-020",0.181,0.099,0.131,-0.018,-0.055,-0.031,0.203,0.026,0.005,-0.136,-0.306,-0.033,0.042
"chr15-021","chr15",36000001,37000000,"chr15-021",0.279,0.055,0.257,-0.038,-0.013,0.047,0.134,0.073,0.037,-0.058,-0.407,0.034,0.042
"chr15-022","chr15",37000001,38000000,"chr15-022",0.244,0.06,0.149,0.007,-0.007,-0.061,0.186,0.028,-0.012,-0.129,-0.205,-0.007,0.037
"chr15-023","chr15",38000001,39000000,"chr15-023",0.228,0.013,0.172,-0.053,-0.051,-0.01,0.152,0.035,0.027,-0.151,-0.413,0.004,0.076
"chr15-024","chr15",39000001,40000000,"chr15-024",0.261,0.044,0.253,-0.031,-0.018,-0.009,0.201,0.041,0.059,-0.127,-0.377,0.019,0.012
"chr15-025","chr15",40000001,41000000,"chr15-025",0.116,0.007,0.079,-0.07,-0.051,-0.104,0.134,-0.04,-0.028,-0.243,-0.3,-0.129,-0.012
"chr15-026","chr15",41000001,42000000,"chr15-026",-0.005,-0.066,0.001,-0.149,-0.148,-0.174,0.106,-0.138,-0.093,-0.316,-0.387,-0.247,-0.092
"chr15-027","chr15",42000001,43000000,"chr15-027",0.116,-0.01,0.16,-0.091,-0.092,-0.077,0.235,-0.027,-0.034,-0.208,-0.383,-0.116,-0.019
"chr15-028","chr15",43000001,44000000,"chr15-028",0.098,-0.036,0.23,-0.102,-0.101,-0.101,0.31,-0.056,-0.037,-0.226,-0.382,-0.17,-0.063
"chr15-029","chr15",44000001,45000000,"chr15-029",0.08,-0.035,0.235,-0.097,-0.097,-0.124,0.338,-0.101,-0.034,-0.248,-0.395,-0.206,-0.099
"chr15-030","chr15",45000001,46000000,"chr15-030",0.115,0,0.239,-0.093,-0.094,-0.106,0.303,-0.071,-0.029,-0.245,-0.385,-0.137,-0.045
"chr15-031","chr15",46000001,47000000,"chr15-031",0.235,-0.044,0.32,-0.061,-0.045,0.027,0.17,0.009,0.053,-0.122,-0.577,-0.031,-0.007
"chr15-032","chr15",47000001,48000000,"chr15-032",0.271,0.042,0.206,-0.059,-0.036,0.043,0.076,0.076,0.06,-0.099,-0.478,0.005,0.07
"chr15-033","chr15",48000001,49000000,"chr15-033",0.238,0.052,0.177,-0.05,-0.034,-0.017,0.17,0.046,0.02,-0.151,-0.402,-0.024,0.044
"chr15-034","chr15",49000001,50000000,"chr15-034",0.255,0.137,0.23,0.034,0.009,0.005,0.28,0.064,0.04,-0.072,-0.224,0.026,0.069
"chr15-035","chr15",50000001,51000000,"chr15-035",0.163,-0.005,0.123,-0.109,-0.066,-0.051,0.146,-0.033,-0.002,-0.184,-0.458,-0.121,-0.042
"chr15-036","chr15",51000001,52000000,"chr15-036",0.174,0.023,0.136,-0.056,-0.056,-0.048,0.123,0.022,0.001,-0.164,-0.408,-0.065,-0.002
"chr15-037","chr15",52000001,53000000,"chr15-037",-0.054,-0.011,0.079,-0.125,-0.1,-0.103,0.092,-0.061,-0.044,-0.25,-0.439,-0.184,-0.065
"chr15-038","chr15",53000001,54000000,"chr15-038",0.092,-0.001,0.116,-0.038,-0.03,0.037,0.029,0.029,0.024,-0.139,-0.362,-0.028,0.018
"chr15-039","chr15",54000001,55000000,"chr15-039",0.135,0.019,0.218,-0.035,-0.034,0.051,0.153,0.054,0.029,-0.127,-0.478,-0.017,0.026
"chr15-040","chr15",55000001,56000000,"chr15-040",-0.025,0.039,-0.004,-0.071,-0.087,-0.047,0.092,-0.052,-0.018,-0.2,-0.413,-0.171,-0.063
"chr15-041","chr15",56000001,57000000,"chr15-041",0.01,0.057,0.012,-0.036,-0.058,-0.042,0.15,0.015,-0.007,-0.19,-0.373,-0.117,0.084
"chr15-042","chr15",57000001,58000000,"chr15-042",-0.014,0.038,-0.004,-0.072,-0.092,-0.063,0.11,-0.016,-0.013,-0.206,-0.477,-0.121,-0.026
"chr15-043","chr15",58000001,59000000,"chr15-043",0.046,-0.006,0.033,-0.058,-0.091,-0.041,0.08,-0.001,-0.006,-0.151,-0.489,-0.061,-0.001
"chr15-044","chr15",59000001,60000000,"chr15-044",-0.045,-0.044,-0.039,-0.093,-0.099,-0.099,0.098,-0.084,-0.036,-0.227,-0.561,-0.183,-0.108
"chr15-045","chr15",60000001,61000000,"chr15-045",0.034,0.008,-0.038,-0.046,-0.055,-0.038,0.096,0.007,-0.01,-0.179,-0.482,-0.077,0.021
"chr15-046","chr15",61000001,62000000,"chr15-046",0.028,0.011,0.009,-0.078,-0.084,-0.03,0.08,-0.01,-0.015,-0.161,-0.536,-0.047,0
"chr15-047","chr15",62000001,63000000,"chr15-047",0.011,0.004,-0.03,-0.107,-0.108,-0.075,0.106,-0.026,-0.05,-0.19,-0.426,-0.096,-0.036
"chr15-048","chr15",63000001,64000000,"chr15-048",0.012,0.023,0.004,-0.066,-0.051,-0.081,0.148,-0.018,-0.026,-0.189,-0.342,-0.074,0.004
"chr15-049","chr15",64000001,65000000,"chr15-049",-0.066,-0.057,-0.059,-0.106,-0.123,-0.119,0.088,-0.109,-0.044,-0.242,-0.516,-0.19,-0.103
"chr15-050","chr15",65000001,66000000,"chr15-050",-0.134,-0.034,-0.104,-0.16,-0.159,-0.164,0.102,-0.114,-0.068,-0.296,-0.472,-0.253,-0.084
"chr15-051","chr15",66000001,67000000,"chr15-051",-0.134,-0.037,-0.096,-0.123,-0.11,-0.14,0.083,-0.086,-0.057,-0.258,-0.434,-0.171,-0.053
"chr15-052","chr15",67000001,68000000,"chr15-052",-0.172,0.073,-0.01,-0.078,-0.078,-0.1,0.141,-0.003,0.005,-0.224,-0.361,-0.1,0.029
"chr15-053","chr15",68000001,69000000,"chr15-053",-0.145,0.031,-0.024,-0.038,-0.05,-0.085,0.136,-0.017,-0.016,-0.205,-0.237,-0.069,-0.003
"chr15-054","chr15",69000001,70000000,"chr15-054",-0.179,-0.013,-0.034,-0.091,-0.079,-0.059,0.115,-0.033,-0.03,-0.206,-0.386,-0.088,-0.016
"chr15-055","chr15",70000001,71000000,"chr15-055",-0.127,0.016,0.021,-0.058,-0.07,-0.049,0.12,0.004,-0.01,-0.168,-0.333,-0.036,0.017
"chr15-056","chr15",71000001,72000000,"chr15-056",-0.166,0.054,0.001,-0.062,-0.073,-0.05,0.105,-0.02,0.002,-0.185,-0.515,-0.099,-0.016
"chr15-057","chr15",72000001,73000000,"chr15-057",-0.238,-0.026,-0.042,-0.119,-0.116,-0.112,0.102,-0.076,-0.06,-0.243,-0.432,-0.157,-0.082
"chr15-058","chr15",73000001,74000000,"chr15-058",-0.193,-0.032,-0.07,-0.09,-0.097,-0.109,0.08,-0.047,-0.025,-0.248,-0.374,-0.123,-0.015
"chr15-059","chr15",74000001,75000000,"chr15-059",-0.224,-0.041,-0.076,-0.097,-0.108,-0.138,0.089,-0.069,-0.028,-0.255,-0.303,-0.144,-0.036
"chr15-060","chr15",75000001,76000000,"chr15-060",-0.279,-0.043,-0.068,-0.13,-0.14,-0.184,0.151,-0.11,-0.09,-0.316,-0.338,-0.213,-0.061
"chr15-061","chr15",76000001,77000000,"chr15-061",-0.231,-0.02,-0.095,-0.126,-0.128,-0.127,0.109,-0.04,-0.033,-0.249,-0.366,-0.171,-0.017
"chr15-062","chr15",77000001,78000000,"chr15-062",-0.182,-0.006,-0.012,-0.095,-0.082,-0.076,0.116,-0.022,-0.04,-0.191,-0.32,-0.105,0.013
"chr15-063","chr15",78000001,79000000,"chr15-063",-0.222,-0.022,-0.076,-0.114,-0.113,-0.118,0.045,-0.071,-0.051,-0.245,-0.405,-0.167,-0.031
"chr15-064","chr15",79000001,80000000,"chr15-064",-0.211,-0.053,-0.081,-0.124,-0.118,-0.116,0.032,-0.079,0.034,-0.247,-0.412,-0.156,-0.047
"chr15-065","chr15",80000001,81000000,"chr15-065",-0.17,-0.024,-0.034,-0.109,-0.09,-0.082,0.055,-0.045,0.101,-0.223,-0.465,-0.109,-0.014
"chr15-066","chr15",81000001,82000000,"chr15-066",-0.104,0.037,0.007,-0.076,-0.061,-0.069,0.088,0.005,0.127,-0.172,-0.4,-0.047,-0.002
"chr15-067","chr15",82000001,82829645,"chr15-067",-0.129,0,-0.05,-0.052,-0.054,-0.066,0.088,-0.045,0.103,-0.186,-0.37,-0.074,-0.007
"chr15-068","chr15",82879646,84000000,"chr15-068",-0.237,-0.047,-0.098,-0.122,-0.099,-0.114,0.037,-0.061,0.082,-0.263,-0.408,-0.193,-0.021
"chr15-069","chr15",84000001,84984473,"chr15-069",-0.112,-0.008,-0.063,-0.095,-0.107,-0.026,-0.027,-0.028,0.163,-0.157,-0.418,-0.052,-0.009
"chr15-070","chr15",85034474,86000000,"chr15-070",-0.229,-0.01,-0.046,-0.104,-0.109,-0.123,0.086,-0.089,0.083,-0.245,-0.461,-0.171,-0.087
"chr15-071","chr15",86000001,87000000,"chr15-071",-0.151,-0.018,-0.011,-0.084,-0.086,-0.078,0.064,-0.024,0.143,-0.184,-0.499,-0.093,-0.034
"chr15-072","chr15",87000001,88000000,"chr15-072",-0.05,-0.024,0.026,-0.028,-0.068,0.071,-0.053,0.05,0.189,-0.113,-0.492,-0.006,0
"chr15-073","chr15",88000001,89000000,"chr15-073",-0.098,-0.018,-0.026,-0.06,-0.065,-0.062,0.045,-0.025,0.142,-0.164,-0.424,-0.02,-0.045
"chr15-074","chr15",89000001,90000000,"chr15-074",-0.166,-0.005,-0.032,-0.045,-0.07,-0.09,0.117,-0.037,0.103,-0.21,-0.305,-0.083,-0.014
"chr15-075","chr15",90000001,91000000,"chr15-075",-0.307,-0.034,-0.101,-0.166,-0.161,-0.183,0.099,-0.114,0.042,-0.313,-0.44,-0.25,-0.077
"chr15-076","chr15",91000001,92000000,"chr15-076",-0.228,-0.031,-0.061,-0.149,-0.128,-0.13,0.086,-0.072,0.065,-0.266,-0.439,-0.188,-0.054
"chr15-077","chr15",92000001,93000000,"chr15-077",-0.088,0.013,-0.034,-0.113,-0.079,-0.065,-0.086,0.005,0.124,-0.16,-0.445,-0.028,0.013
"chr15-078","chr15",93000001,94000000,"chr15-078",-0.132,0.038,-0.03,-0.103,-0.084,-0.087,0.062,-0.037,0.063,-0.178,-0.372,-0.056,-0.022
"chr15-079","chr15",94000001,95000000,"chr15-079",-0.077,-0.017,0.049,-0.083,-0.056,-0.006,0.036,0.025,0.161,-0.126,-0.434,-0.025,0.019
"chr15-080","chr15",95000001,96000000,"chr15-080",-0.085,0.002,0.014,-0.089,-0.089,-0.009,-0.013,0.039,0.168,-0.138,-0.471,-0.018,0.01
"chr15-081","chr15",96000001,97000000,"chr15-081",-0.145,0.039,-0.063,-0.063,-0.059,-0.123,0.094,0.015,0.104,-0.22,-0.345,-0.087,-0.003
"chr15-082","chr15",97000001,98000000,"chr15-082",-0.069,0.014,0.085,-0.079,-0.051,-0.007,0.135,0.023,0.124,-0.095,-0.425,0.001,0.06
"chr15-083","chr15",98000001,99000000,"chr15-083",-0.132,0.016,-0.09,-0.092,-0.069,-0.06,-0.035,-0.032,0.11,-0.167,-0.398,-0.064,-0.039
"chr15-084","chr15",99000001,100000000,"chr15-084",-0.14,-0.022,-0.021,-0.064,-0.097,-0.092,0.128,-0.05,0.112,-0.187,-0.341,-0.072,-0.043
"chr15-085","chr15",100000001,101000000,"chr15-085",-0.124,0.024,-0.03,-0.091,-0.095,-0.098,0.092,-0.032,0.097,-0.209,-0.33,-0.097,-0.007
"chr15-086","chr15",101000001,102000000,"chr15-086",-0.146,0.022,-0.043,-0.101,-0.11,-0.104,0.092,-0.037,0.065,-0.217,-0.32,-0.103,-0.017
"chr15-087","chr15",102000001,102521392,"chr15-087",-0.161,-0.016,-0.149,-0.231,-0.122,-0.098,-0.147,-0.023,0.079,-0.238,-0.435,-0.123,-0.005
"chr16-001","chr16",60001,1000000,"chr16-001",-0.688,-0.059,-0.231,-0.46,-0.51,-0.515,-0.01,-0.138,-0.176,-0.645,-0.405,-0.686,-0.07
"chr16-002","chr16",1000001,2000000,"chr16-002",-0.708,-0.081,-0.236,-0.497,-0.549,-0.509,-0.025,-0.132,-0.185,-0.642,-0.459,-0.705,-0.074
"chr16-003","chr16",2000001,3000000,"chr16-003",-0.645,-0.008,-0.179,-0.429,-0.487,-0.49,0.019,-0.142,-0.168,-0.604,-0.38,-0.634,-0.077
"chr16-004","chr16",3000001,4000000,"chr16-004",-0.644,-0.011,-0.166,-0.442,-0.481,-0.456,-0.037,-0.141,-0.101,-0.563,-0.498,-0.622,-0.117
"chr16-005","chr16",4000001,5000000,"chr16-005",-0.662,0.007,-0.145,-0.439,-0.483,-0.477,-0.001,-0.139,-0.121,-0.568,-0.49,-0.637,-0.111
"chr16-006","chr16",5000001,6000000,"chr16-006",-0.535,0.022,-0.165,-0.37,-0.423,-0.439,-0.094,-0.109,-0.058,-0.488,-0.566,-0.484,-0.101
"chr16-007","chr16",6000001,7000000,"chr16-007",-0.542,-0.009,-0.12,-0.371,-0.418,-0.403,-0.171,-0.07,-0.05,-0.476,-0.593,-0.497,-0.052
"chr16-008","chr16",7000001,8000000,"chr16-008",-0.447,0.016,-0.204,-0.398,-0.445,-0.343,-0.403,0.008,0.001,-0.418,-0.633,-0.435,-0.054
"chr16-009","chr16",8000001,8636921,"chr16-009",-0.448,-0.004,-0.315,-0.397,-0.339,-0.382,-0.583,-0.106,0.011,-0.409,-0.691,-0.386,-0.102
"chr16-010","chr16",8686922,9000000,"chr16-010",-0.502,0.035,-0.265,-0.384,-0.417,-0.431,-0.25,-0.097,-0.059,-0.47,-0.53,-0.469,-0.091
"chr16-011","chr16",9000001,10000000,"chr16-011",-0.549,0.077,-0.337,-0.414,-0.431,-0.409,-0.441,-0.091,-0.046,-0.463,-0.578,-0.512,-0.113
"chr16-012","chr16",10000001,11000000,"chr16-012",-0.564,-0.07,-0.328,-0.364,-0.419,-0.433,-0.369,-0.135,-0.045,-0.486,-0.545,-0.491,-0.098
"chr16-013","chr16",11000001,12000000,"chr16-013",-0.548,0.074,-0.248,-0.375,-0.408,-0.425,-0.226,-0.093,-0.054,-0.49,-0.501,-0.511,-0.065
"chr16-014","chr16",12000001,13000000,"chr16-014",-0.529,0.023,-0.165,-0.402,-0.434,-0.397,-0.219,-0.127,-0.064,-0.455,-0.626,-0.5,-0.114
"chr16-015","chr16",13000001,14000000,"chr16-015",-0.44,0.022,0.03,-0.386,-0.414,-0.357,-0.288,0.01,0,-0.367,-0.738,-0.37,-0.024
"chr16-016","chr16",14000001,15000000,"chr16-016",-0.538,0.129,0.041,-0.399,-0.423,-0.414,-0.056,-0.075,-0.02,-0.457,-0.524,-0.515,-0.082
"chr16-017","chr16",15000001,16000000,"chr16-017",-0.51,0.055,0.034,-0.37,-0.409,-0.401,-0.024,-0.12,-0.054,-0.431,-0.529,-0.543,-0.169
"chr16-018","chr16",16000001,17000000,"chr16-018",-0.526,0.036,0.01,-0.382,-0.429,-0.391,-0.051,-0.181,-0.086,-0.408,-0.624,-0.545,-0.243
"chr16-019","chr16",17000001,18000000,"chr16-019",-0.468,0.128,0.069,-0.351,-0.396,-0.369,-0.114,-0.059,0.008,-0.378,-0.591,-0.424,-0.093
"chr16-020","chr16",18000001,19000000,"chr16-020",-0.521,0.079,0.007,-0.342,-0.379,-0.414,-0.058,-0.138,-0.062,-0.469,-0.509,-0.508,-0.126
"chr16-021","chr16",19000001,20000000,"chr16-021",-0.591,0.083,-0.002,-0.4,-0.423,-0.43,-0.117,-0.128,-0.064,-0.498,-0.64,-0.548,-0.139
"chr16-022","chr16",20000001,21000000,"chr16-022",-0.501,0.104,0.002,-0.337,-0.367,-0.369,-0.14,-0.083,-0.004,-0.44,-0.532,-0.447,-0.057
"chr16-023","chr16",21000001,22000000,"chr16-023",-0.515,0.071,0.042,-0.387,-0.412,-0.38,-0.072,-0.103,-0.044,-0.429,-0.594,-0.483,-0.119
"chr16-024","chr16",22000001,23000000,"chr16-024",-0.538,0.075,-0.011,-0.354,-0.391,-0.404,-0.089,-0.091,-0.073,-0.494,-0.547,-0.509,-0.098
"chr16-025","chr16",23000001,24000000,"chr16-025",-0.622,0.041,-0.029,-0.421,-0.442,-0.443,-0.14,-0.149,-0.056,-0.528,-0.656,-0.586,-0.126
"chr16-026","chr16",24000001,25000000,"chr16-026",-0.541,0.06,0.043,-0.422,-0.435,-0.401,-0.149,-0.1,-0.02,-0.443,-0.647,-0.52,-0.112
"chr16-027","chr16",25000001,26000000,"chr16-027",-0.583,0.05,-0.018,-0.397,-0.443,-0.451,-0.164,-0.14,-0.062,-0.504,-0.695,-0.572,-0.162
"chr16-028","chr16",26000001,27000000,"chr16-028",-0.534,0.037,-0.092,-0.399,-0.46,-0.398,-0.44,-0.018,0.02,-0.44,-0.638,-0.492,-0.03
"chr16-029","chr16",27000001,28000000,"chr16-029",-0.499,0.068,0.032,-0.351,-0.389,-0.42,-0.067,-0.102,-0.029,-0.468,-0.51,-0.451,-0.094
"chr16-030","chr16",28000001,29000000,"chr16-030",-0.619,0.026,-0.033,-0.417,-0.463,-0.461,-0.043,-0.178,-0.084,-0.503,-0.525,-0.599,-0.154
"chr16-031","chr16",29000001,30000000,"chr16-031",-0.528,-0.002,-0.001,-0.369,-0.426,-0.411,-0.011,-0.127,-0.094,-0.472,-0.46,-0.523,-0.114
"chr16-032","chr16",30000001,31000000,"chr16-032",-0.611,0.048,-0.046,-0.365,-0.412,-0.476,0.021,-0.139,-0.103,-0.559,-0.342,-0.571,-0.093
"chr16-033","chr16",31000001,32000000,"chr16-033",-0.624,0.022,-0.061,-0.394,-0.448,-0.501,-0.03,-0.132,-0.101,-0.574,-0.467,-0.576,-0.106
"chr16-034","chr16",32000001,33000000,"chr16-034",-0.067,0.04,0.06,-0.039,-0.131,-0.027,0.074,-0.025,0.013,-0.043,-0.027,-0.074,-0.043
"chr16-035","chr16",33000001,34023150,"chr16-035",-0.137,0.031,0.005,-0.159,-0.273,-0.094,0.031,-0.081,-0.06,-0.053,-0.198,-0.163,-0.099
"chr16-036","chr16",34173151,35000000,"chr16-036",-0.177,-0.403,0.373,0.034,0.02,-0.137,0.476,-0.028,-0.108,-0.031,0.139,0.052,0.023
"chr16-037","chr16",35000001,35285801,"chr16-037",-0.04,-0.469,0.412,0.201,0.199,-0.063,0.387,0.005,0.05,0.043,0.348,0.197,0.105
"chr16-038","chr16",46385802,47000000,"chr16-038",-0.291,-0.48,0.318,0.015,0.016,-0.172,0.474,-0.076,-0.362,-0.076,0.012,-0.054,-0.083
"chr16-039","chr16",47000001,48000000,"chr16-039",-0.197,-0.518,0.469,0.101,0.092,-0.089,0.64,-0.031,-0.435,-0.001,0.106,0.074,-0.01
"chr16-040","chr16",48000001,49000000,"chr16-040",-0.199,-0.528,0.71,0.088,0.071,-0.112,0.875,-0.352,-0.402,0.007,0.007,0.058,-0.394
"chr16-041","chr16",49000001,50000000,"chr16-041",-0.139,-0.447,0.67,0.114,0.086,-0.089,0.802,-0.32,-0.38,0.013,0.083,0.117,-0.33
"chr16-042","chr16",50000001,51000000,"chr16-042",-0.194,-0.354,-0.157,0.071,0.062,-0.111,-0.187,-0.338,-0.385,-0.02,0.065,0.042,-0.319
"chr16-043","chr16",51000001,52000000,"chr16-043",-0.262,-0.409,-0.363,-0.076,-0.094,-0.413,-0.543,-0.31,-0.437,-0.322,-0.074,-0.114,-0.326
"chr16-044","chr16",52000001,53000000,"chr16-044",-0.4,-0.639,-0.517,-0.449,-0.412,-0.879,-1.131,-0.327,-0.417,-0.577,-0.492,-0.437,-0.397
"chr16-045","chr16",53000001,54000000,"chr16-045",-0.518,-0.45,-0.438,-0.442,-0.426,-0.989,-0.651,-0.382,-0.406,-0.622,-0.556,-0.568,-0.443
"chr16-046","chr16",54000001,55000000,"chr16-046",-0.477,-0.439,-0.437,-0.445,-0.413,-0.915,-0.66,-0.332,-0.394,-0.611,-0.499,-0.473,-0.372
"chr16-047","chr16",55000001,56000000,"chr16-047",-0.385,-0.42,-0.452,-0.366,-0.336,-0.88,-0.673,-0.049,-0.34,-0.564,-0.398,-0.414,-0.032
"chr16-048","chr16",56000001,57000000,"chr16-048",-0.486,-0.38,-0.439,-0.371,-0.367,-0.936,-0.526,-0.273,-0.375,-0.631,-0.404,-0.516,-0.244
"chr16-049","chr16",57000001,58000000,"chr16-049",-0.528,-0.381,-0.416,-0.389,-0.391,-0.938,-0.478,-0.073,-0.374,-0.651,-0.408,-0.549,-0.029
"chr16-050","chr16",58000001,59000000,"chr16-050",-0.584,-0.483,-0.378,-0.448,-0.45,-0.997,-0.438,-0.425,-0.419,-0.705,-0.482,-0.617,-0.407
"chr16-051","chr16",59000001,60000000,"chr16-051",-0.434,-0.781,-0.118,-0.536,-0.461,-0.894,-0.402,-0.291,-0.407,-0.536,-0.668,-0.488,-0.409
"chr16-052","chr16",60000001,61000000,"chr16-052",-0.334,-0.603,0.213,-0.461,-0.385,-0.73,0.19,-0.254,-0.425,-0.435,-0.067,-0.337,-0.369
"chr16-053","chr16",61000001,62000000,"chr16-053",-0.438,-0.423,0.107,-0.429,-0.387,-0.882,0.024,-0.333,-0.434,-0.532,-0.15,-0.395,-0.361
"chr16-054","chr16",62000001,63000000,"chr16-054",-0.401,-0.52,-0.042,-0.418,-0.354,-0.852,-0.209,-0.344,-0.394,-0.545,-0.12,-0.419,-0.338
"chr16-055","chr16",63000001,64000000,"chr16-055",-0.374,-0.482,0.085,-0.421,-0.368,-0.781,-0.009,-0.277,-0.414,-0.476,-0.111,-0.413,-0.271
"chr16-056","chr16",64000001,65000000,"chr16-056",-0.309,-0.385,0.098,-0.343,-0.349,-0.859,0.139,-0.19,-0.355,-0.472,0.025,-0.308,-0.197
"chr16-057","chr16",65000001,66000000,"chr16-057",-0.384,-0.494,0,-0.343,-0.343,-0.864,-0.048,-0.289,-0.346,-0.525,-0.143,-0.4,-0.342
"chr16-058","chr16",66000001,67000000,"chr16-058",-0.563,-0.398,-0.099,-0.429,-0.413,-0.947,-0.016,-0.367,-0.409,-0.664,-0.197,-0.6,-0.355
"chr16-059","chr16",67000001,68000000,"chr16-059",-0.57,-0.342,-0.129,-0.368,-0.39,-0.845,0.006,-0.343,-0.384,-0.716,-0.073,-0.598,-0.293
"chr16-060","chr16",68000001,69000000,"chr16-060",-0.611,-0.462,-0.032,-0.472,-0.46,-0.857,0.06,-0.426,-0.413,-0.706,-0.205,-0.644,-0.41
"chr16-061","chr16",69000001,70000000,"chr16-061",-0.62,-0.488,0.03,-0.514,-0.478,-0.904,0.138,-0.452,-0.445,-0.707,-0.266,-0.678,-0.505
"chr16-062","chr16",70000001,71000000,"chr16-062",-0.506,-0.396,0.036,-0.411,-0.396,-0.944,0.108,-0.395,-0.391,-0.61,-0.2,-0.527,-0.388
"chr16-063","chr16",71000001,72000000,"chr16-063",-0.548,-0.504,0.018,-0.428,-0.406,-1.031,0.064,-0.408,-0.425,-0.678,-0.205,-0.557,-0.445
"chr16-064","chr16",72000001,73000000,"chr16-064",-0.43,-0.444,0.075,-0.422,-0.38,-0.917,0.107,-0.358,-0.375,-0.568,-0.196,-0.465,-0.426
"chr16-065","chr16",73000001,74000000,"chr16-065",-0.475,-0.452,0.055,-0.452,-0.405,-0.925,0.083,-0.337,-0.386,-0.611,-0.272,-0.513,-0.41
